no;i;t;y;x;z;e;outlier
1616;i_0162;t_06;0.700171176;-0.020513099;-0.972266806;0.125581778;FALSE
1617;i_0162;t_07;0.531321628;0.438251047;-0.413475081;-0.031612505;FALSE
1618;i_0162;t_08;3.320245762;-1.210528566;0.716889889;3.874384074;TRUE
1619;i_0162;t_09;0.172951871;-1.404419944;0.031250271;1.120031355;FALSE
1620;i_0162;t_10;1.837085786;0.720749157;1.020961281;0.792206442;FALSE
1621;i_0163;t_01;-0.133963297;0.086035503;-0.332952761;-0.111096442;FALSE
1622;i_0163;t_02;-0.584936031;-0.131617041;-0.752115919;-0.767093678;FALSE
1623;i_0163;t_03;-1.69006301;-1.676051979;-1.870892934;-0.767990723;TRUE
1624;i_0163;t_04;-0.560140728;-0.569497991;0.661158947;0.002134218;FALSE
1625;i_0163;t_05;1.136725264;0.192205151;1.404546968;0.199585679;FALSE
1626;i_0163;t_06;-1.082445868;-0.486322921;-0.160329037;-0.990975777;TRUE
1627;i_0163;t_07;0.95044257;0.081284013;0.537506666;0.944725138;FALSE
1628;i_0163;t_08;2.355789772;0.384897247;-0.673937326;1.514751938;FALSE
1629;i_0163;t_09;0.353637613;-0.137501971;0.077351793;0.234048791;FALSE
1630;i_0163;t_10;12.67594676;0.427593109;1.163703967;12.12447313;TRUE
1631;i_0164;t_01;0.326558973;-0.243064449;-0.116498129;0.604543735;FALSE
1632;i_0164;t_02;-8.336463018;-0.318352828;-0.933360201;-8.405866924;TRUE
1633;i_0164;t_03;0.852458677;-0.254106394;-0.791115074;0.278603333;FALSE
1634;i_0164;t_04;1.3156642;0.63888743;-1.798826401;0.59557168;FALSE
1635;i_0164;t_05;0.664948583;0.821065383;-1.088455698;-0.975033279;FALSE
1636;i_0164;t_06;2.085181261;2.335479087;-0.977573798;-0.7191327;FALSE
1637;i_0164;t_07;-1.349524256;-0.983307558;0.799740603;-0.364632162;FALSE
1638;i_0164;t_08;0.092474639;-0.70745744;-0.751662776;0.269809447;FALSE
1639;i_0164;t_09;0.245314842;0.644149101;0.693938344;-0.729907097;FALSE
1640;i_0164;t_10;1.466675787;1.63766533;0.901719782;-0.368852107;FALSE
1641;i_0165;t_01;0.310827544;1.226648175;0.798662478;-0.055986169;FALSE
1642;i_0165;t_02;-1.261318867;-0.467705618;-0.011908551;-0.356455834;FALSE
1643;i_0165;t_03;-0.099794729;-0.678231064;2.151024884;0.575388746;FALSE
1644;i_0165;t_04;0.672058209;1.696402271;0.469451125;-0.280635004;FALSE
1645;i_0165;t_05;1.853654809;1.54284685;1.691656229;0.316805628;FALSE
1646;i_0165;t_06;0.124012784;0.214527592;1.166920481;0.265564465;FALSE
1647;i_0165;t_07;0.935533901;1.700688296;1.269592349;0.061344289;FALSE
1648;i_0165;t_08;-0.695725851;-0.00798683;-1.085750442;-0.392947505;FALSE
1649;i_0165;t_09;-2.048560111;-0.817900365;-0.957885484;-0.736818436;FALSE
1650;i_0165;t_10;2.026634948;-0.05061017;0.02686467;2.704296702;TRUE
1651;i_0166;t_01;-0.218141117;0.079921087;-0.342596887;-0.085052446;FALSE
1652;i_0166;t_02;-1.960351023;-1.559571098;0.182860691;-0.610447215;FALSE
1653;i_0166;t_03;0.875534209;-0.171497957;-1.463013426;0.397159872;FALSE
1654;i_0166;t_04;-1.854433972;-0.418607093;0.376212149;-1.338942527;FALSE
1655;i_0166;t_05;1.153793847;0.491286818;-0.401708151;0.021679993;FALSE
1656;i_0166;t_06;0.146064974;-0.531228431;-0.724347083;0.386547973;FALSE
1657;i_0166;t_07;1.204793127;0.482220118;-1.043345135;0.902246989;FALSE
1658;i_0166;t_08;0.89974057;0.53629104;-0.576261936;0.011416341;FALSE
1659;i_0166;t_09;-1.306212287;-0.279324208;1.301037173;-1.179871474;FALSE
1660;i_0166;t_10;-0.3073698;-0.043507265;0.426238039;-0.283635657;FALSE
1661;i_0167;t_01;2.429744075;2.381515292;-0.727350256;-0.015913811;FALSE
1662;i_0167;t_02;1.273603774;1.548031113;-0.043302009;-0.761246981;FALSE
1663;i_0167;t_03;1.66714986;1.554761999;1.533784081;-0.814636784;FALSE
1664;i_0167;t_04;-0.179016509;0.05811123;-1.253886661;-0.417395737;FALSE
1665;i_0167;t_05;-0.280479496;-0.839778916;1.014711399;-0.358679967;FALSE
1666;i_0167;t_06;0.350415917;0.571123449;0.317775078;-0.788605315;FALSE
1667;i_0167;t_07;-0.83578619;0.066047783;-0.896337692;-0.999312344;FALSE
1668;i_0167;t_08;3.410304827;3.584659493;-1.559619023;-0.803540206;FALSE
1669;i_0167;t_09;-1.592024775;-1.931895554;1.468088775;-0.090264967;FALSE
1670;i_0167;t_10;0.404589732;-0.202832504;-1.602546057;0.310496763;FALSE
1671;i_0168;t_01;1.248244319;1.483715204;-0.681356529;0.432795241;FALSE
1672;i_0168;t_02;-1.631852996;-2.0985164;-0.077767505;0.712252484;FALSE
1673;i_0168;t_03;0.134114134;-0.259648666;-1.040865137;0.199146876;FALSE
1674;i_0168;t_04;2.381909709;0.334067936;0.712661867;2.599982496;TRUE
1675;i_0168;t_05;-1.098838089;-0.219637592;0.595916143;-1.064771164;FALSE
1676;i_0168;t_06;-1.455746222;-0.931771803;-0.474856395;-0.359463481;FALSE
1677;i_0168;t_07;0.013309057;-0.122240218;0.404426992;0.770479625;FALSE
1678;i_0168;t_08;-3.486313939;1.338528423;0.952126722;-4.721619182;TRUE
1679;i_0168;t_09;3.746189169;-1.34833119;-0.514142366;5.396793335;TRUE
1680;i_0168;t_10;0.827050572;1.414835725;0.030691905;-0.152301904;FALSE
1681;i_0169;t_01;0.761228462;0.914048946;0.348031913;0.517886859;FALSE
1682;i_0169;t_02;-1.254837123;-1.236687918;-1.090880609;0.229881091;FALSE
1683;i_0169;t_03;-1.295085683;-1.500760355;-0.501460886;0.013499963;FALSE
1684;i_0169;t_04;-1.368213587;0.034538684;0.522649803;-0.848170332;FALSE
1685;i_0169;t_05;6.207137242;0.286299645;-0.122241603;5.737708146;TRUE
1686;i_0169;t_06;1.442357655;1.186208094;-1.555326666;0.423101715;FALSE
1687;i_0169;t_07;-0.077420308;-0.037549372;0.1475316;0.597500629;FALSE
1688;i_0169;t_08;0.709303388;0.420371594;0.839611505;0.394596191;FALSE
1689;i_0169;t_09;1.845314678;1.289246482;0.075430729;0.860782387;FALSE
1690;i_0169;t_10;0.048617098;1.170689185;1.200599369;-0.684147623;FALSE
1691;i_0170;t_01;0.769459951;0.826093654;-0.17286446;0.234367771;FALSE
1692;i_0170;t_02;0.851140626;0.323917065;-0.682395939;0.395547987;FALSE
1693;i_0170;t_03;-5.548313468;0.380950411;-0.163700192;-6.501144457;TRUE
1694;i_0170;t_04;1.265224162;1.202619583;1.176037446;0.237480649;FALSE
1695;i_0170;t_05;1.558013723;1.102205751;-0.737584476;-0.107027347;FALSE
1696;i_0170;t_06;-0.737165633;-0.06151494;0.681365433;-0.888404408;FALSE
1697;i_0170;t_07;0.516480549;0.364589914;1.073489239;0.409556331;FALSE
1698;i_0170;t_08;1.082437369;1.6925523;2.630620321;-0.884156403;FALSE
1699;i_0170;t_09;0.295968707;1.471367012;-2.292717573;-1.250389983;FALSE
1700;i_0170;t_10;-4.594340841;-0.977247661;-0.742962616;-3.558874585;TRUE
1701;i_0171;t_01;1.097891563;1.448201675;0.118018955;0.250712272;FALSE
1702;i_0171;t_02;-0.891032375;-0.085855661;-0.733157168;-0.626831379;FALSE
1703;i_0171;t_03;-1.737442737;-1.573769802;1.279706057;-0.425532603;FALSE
1704;i_0171;t_04;0.405244703;1.292476159;1.581842603;-0.402334478;FALSE
1705;i_0171;t_05;0.144433981;0.084467756;-0.046784408;-0.192848184;FALSE
1706;i_0171;t_06;0.106689218;0.967045996;-0.518732803;-0.763089584;FALSE
1707;i_0171;t_07;0.260322645;1.939112994;1.051683789;-1.111103743;FALSE
1708;i_0171;t_08;0.338024385;1.079872638;-1.825677845;-0.705868816;FALSE
1709;i_0171;t_09;-6.243103399;-0.353593527;-0.39712558;-5.654480641;TRUE
1710;i_0171;t_10;-1.335542931;-0.134923125;0.08129461;-0.832380302;FALSE
1711;i_0172;t_01;-1.609426069;-0.987132433;2.149286048;-0.208417849;FALSE
1712;i_0172;t_02;-1.227942281;-0.821708146;-1.531782426;-0.415035395;FALSE
1713;i_0172;t_03;-0.260299521;0.489530923;-0.082443624;-1.198836708;FALSE
1714;i_0172;t_04;-0.35428625;-0.299277459;-1.127710803;0.242741591;FALSE
1715;i_0172;t_05;1.96458101;0.658254899;-0.750528815;0.866365105;FALSE
1716;i_0172;t_06;1.287732887;0.83240955;0.105566429;0.365443935;FALSE
1717;i_0172;t_07;1.394530642;0.363463261;0.560180479;1.41160739;FALSE
1718;i_0172;t_08;0.592329614;-0.398645659;-0.296139759;0.839808114;FALSE
1719;i_0172;t_09;-1.00761426;-1.49792999;0.932847592;0.538198365;FALSE
1720;i_0172;t_10;0.191984839;0.114628175;-0.245559189;0.258449572;FALSE
1721;i_0173;t_01;-1.295890982;-1.037816617;-1.068081586;-0.200729829;FALSE
1722;i_0173;t_02;0.783429947;0.645978871;0.865615484;-0.227881435;FALSE
1723;i_0173;t_03;1.053746438;0.7728454;-1.258640447;-0.524636477;FALSE
1724;i_0173;t_04;0.280616006;0.316014158;-0.612012413;-0.09417902;FALSE
1725;i_0173;t_05;-0.380621989;-1.038112825;-0.850915824;-0.139001422;FALSE
1726;i_0173;t_06;-0.751591918;-0.75513729;-0.49983966;-0.44286528;TRUE
1727;i_0173;t_07;-0.760325364;-0.49150431;1.130639934;-0.244812296;FALSE
1728;i_0173;t_08;0.259745332;0.147225745;1.665680711;-0.395178823;FALSE
1729;i_0173;t_09;2.673609095;2.356503043;-0.029370724;0.008457436;FALSE
1730;i_0173;t_10;-0.210190415;-0.920668767;1.04525365;0.535040009;FALSE
1731;i_0174;t_01;-2.999798157;-2.156847783;0.924912624;-0.473966911;FALSE
1732;i_0174;t_02;-1.01188088;-0.12040005;-1.094826077;-0.945174415;FALSE
1733;i_0174;t_03;-1.019393498;-0.83924433;-0.044285948;-0.674047756;FALSE
1734;i_0174;t_04;-2.508157655;-2.172439909;0.970526675;-0.082859686;FALSE
1735;i_0174;t_05;-1.008878935;-0.874307976;-0.138017009;-0.619424288;FALSE
1736;i_0174;t_06;-0.693823416;-0.373579349;-0.351004798;-0.455015793;FALSE
1737;i_0174;t_07;-1.466773173;-1.102197712;-1.73853446;-0.028927775;FALSE
1738;i_0174;t_08;-0.033031107;0.715659861;-0.594592637;-0.94475045;FALSE
1739;i_0174;t_09;0.151357479;0.907640306;1.06766832;-0.753292515;FALSE
1740;i_0174;t_10;-0.949107999;-0.324805134;0.921532923;-0.48810228;FALSE
1741;i_0175;t_01;-1.736186872;-1.481585932;0.091421073;-0.009280888;FALSE
1742;i_0175;t_02;0.640960594;0.594171139;-0.173874849;-0.13056754;FALSE
1743;i_0175;t_03;-1.282859065;-0.854874687;-0.704777303;-1.045546376;FALSE
1744;i_0175;t_04;-1.659986065;-0.829917537;0.042437767;-0.700873879;FALSE
1745;i_0175;t_05;-10.14096934;0.149106815;-0.60058259;-10.8985929;TRUE
1746;i_0175;t_06;-11.5558069;-0.976146041;-0.727439396;-10.83809599;TRUE
1747;i_0175;t_07;-1.497541574;-0.294684408;-0.844044776;-0.990872892;FALSE
1748;i_0175;t_08;-0.836338479;-0.770974916;1.732616538;-0.385086456;FALSE
1749;i_0175;t_09;0.096369892;0.392283707;-0.649165725;-0.416586914;FALSE
1750;i_0175;t_10;-1.557011686;-0.846305905;-0.023426232;-0.698168608;FALSE
1751;i_0176;t_01;-0.594837062;-0.843759931;0.660667916;0.332378874;FALSE
1752;i_0176;t_02;-0.390208191;-0.961888444;-1.618868629;0.232459211;FALSE
1753;i_0176;t_03;1.128929188;0.011049653;-0.172313011;0.338453489;FALSE
1754;i_0176;t_04;0.550792705;1.214948965;0.28287579;-0.696825659;FALSE
1755;i_0176;t_05;-0.853893005;-0.888878516;-1.186142362;-0.735395277;FALSE
1756;i_0176;t_06;0.293665883;0.218101261;-0.924976822;-0.344734562;FALSE
1757;i_0176;t_07;-1.092154961;-0.656117;1.300689038;-0.385917734;FALSE
1758;i_0176;t_08;-0.315467306;-1.088515847;2.661711372;0.291461601;FALSE
1759;i_0176;t_09;1.79675911;1.091130898;0.627630684;0.423091066;FALSE
1760;i_0176;t_10;-0.241471049;-0.569227322;-1.652896904;0.178429399;FALSE
1761;i_0177;t_01;1.175188844;1.620810131;0.352809118;0.063355424;FALSE
1762;i_0177;t_02;-1.70026887;-0.686988446;0.010601184;-0.926980761;FALSE
1763;i_0177;t_03;0.677672697;0.656996704;-0.78467046;-0.333229347;FALSE
1764;i_0177;t_04;0.407342792;1.110692215;0.023508995;-0.310498117;FALSE
1765;i_0177;t_05;1.366666008;2.14072073;1.283639033;-1.118914804;FALSE
1766;i_0177;t_06;-11.21392419;-0.830971809;-0.926319803;-10.37773086;TRUE
1767;i_0177;t_07;-1.199893923;0.076405856;-0.194045083;-0.800658846;FALSE
1768;i_0177;t_08;0.750066763;0.935824446;-0.331658758;-0.241823918;FALSE
1769;i_0177;t_09;0.415629713;-0.501666703;-0.006762563;1.060279975;FALSE
1770;i_0177;t_10;0.528964812;0.594853464;-2.693965876;0.21030518;FALSE
1771;i_0178;t_01;-0.092272424;-0.430651169;0.587267211;0.375568241;FALSE
1772;i_0178;t_02;-1.250128751;-1.133339053;0.165677127;-0.502277249;FALSE
1773;i_0178;t_03;-1.606335112;-2.23717156;-0.111950139;-0.194856108;FALSE
1774;i_0178;t_04;0.423791438;0.514639572;-0.214029918;-0.169784042;FALSE
1775;i_0178;t_05;0.536610438;-0.341907115;-0.33644871;0.061870256;FALSE
1776;i_0178;t_06;1.442858001;1.717877429;-0.272573657;-0.74158512;FALSE
1777;i_0178;t_07;-1.962787055;-1.116377909;0.922441343;-0.842555427;FALSE
1778;i_0178;t_08;1.152147628;-0.488479619;-0.566567996;1.112773797;FALSE
1779;i_0178;t_09;10.07298682;0.807332293;-0.219253974;8.93685087;TRUE
1780;i_0178;t_10;0.583710966;-0.261008742;-0.75121549;0.649126325;FALSE
1781;i_0179;t_01;1.029086348;0.488059918;-0.139339802;0.827246785;FALSE
1782;i_0179;t_02;1.774798117;1.352783821;-1.645073767;0.285557603;FALSE
1783;i_0179;t_03;2.944999414;2.176815591;3.000185793;0.191522126;FALSE
1784;i_0179;t_04;-0.171770742;0.051387111;-1.203436779;-0.053062903;FALSE
1785;i_0179;t_05;-0.692373882;-0.838095445;0.33957959;-0.421894875;FALSE
1786;i_0179;t_06;-1.622039817;-1.084615009;1.728837458;-0.754959641;FALSE
1787;i_0179;t_07;-1.406837751;-0.546532769;0.879114586;-0.607420405;FALSE
1788;i_0179;t_08;0.181178446;-0.426509705;0.127818182;0.32886556;FALSE
1789;i_0179;t_09;-1.45256064;-1.210997555;-0.312998678;-0.321335881;FALSE
1790;i_0179;t_10;1.051501662;0.597792998;-0.27985973;0.50714614;FALSE
1791;i_0180;t_01;0.912760127;1.423895789;-0.334157732;-0.204529609;FALSE
1792;i_0180;t_02;-1.069182326;-0.443298626;-1.676443889;-0.741954695;FALSE
1793;i_0180;t_03;-1.457478039;-1.040333466;-0.250255847;-0.973420572;FALSE
1794;i_0180;t_04;-1.081464875;-1.273897078;-0.830453591;0.382912852;FALSE
1795;i_0180;t_05;0.729987468;0.770151612;-1.922015376;-0.587394884;FALSE
1796;i_0180;t_06;0.508958755;0.031522622;-0.324408486;0.280286997;FALSE
1797;i_0180;t_07;-2.895265688;-1.904854751;-0.979304091;-0.717140662;FALSE
1798;i_0180;t_08;3.236166558;-0.123755177;-0.963247893;3.101484842;TRUE
1799;i_0180;t_09;-0.175800447;0.000328377;-0.395627843;-0.235515923;FALSE
1800;i_0180;t_10;-0.093759487;-0.843778345;-1.68725526;0.823842032;FALSE
1801;i_0181;t_01;-1.473787475;-1.22133337;-1.269429906;0.19914281;FALSE
1802;i_0181;t_02;-0.490313084;-0.452985994;-0.814854881;-0.008407223;FALSE
1803;i_0181;t_03;-0.982040706;-0.702319931;-0.805721279;-0.691005911;FALSE
1804;i_0181;t_04;-2.042982033;-0.674380385;1.062590678;-1.033130137;FALSE
1805;i_0181;t_05;-1.623303126;-2.30302319;-1.108868718;0.277480186;FALSE
1806;i_0181;t_06;-0.876376145;-0.149332905;-0.941385032;-0.779201515;FALSE
1807;i_0181;t_07;0.489094163;0.94868959;0.106650502;-0.04133429;FALSE
1808;i_0181;t_08;1.804287381;1.156362461;0.134146262;0.534478889;FALSE
1809;i_0181;t_09;2.312914935;2.074352486;1.045307144;0.324166212;FALSE
1810;i_0181;t_10;0.437280242;0.26528997;0.008416552;0.390804307;FALSE
1811;i_0182;t_01;-1.019837441;-1.052003829;-0.138584258;0.007694484;FALSE
1812;i_0182;t_02;1.780173361;0.502342236;0.677948593;0.830682173;FALSE
1813;i_0182;t_03;1.580037061;1.099845023;-0.499879269;-0.407161918;FALSE
1814;i_0182;t_04;2.077701448;1.88650483;1.623594997;0.050599309;FALSE
1815;i_0182;t_05;1.083513665;0.811253501;-0.852229882;-0.606048533;FALSE
1816;i_0182;t_06;1.58053409;1.418243809;-0.790732387;-0.365936812;FALSE
1817;i_0182;t_07;0.619712754;0.439169902;-0.89773084;0.12273517;FALSE
1818;i_0182;t_08;-0.088334953;-1.277501609;-0.0295202;0.599651806;FALSE
1819;i_0182;t_09;-0.816817545;-0.861373205;0.642866746;-0.345909396;FALSE
1820;i_0182;t_10;2.799951513;1.886985875;-0.040038262;0.655710854;FALSE
1821;i_0183;t_01;1.6612816;0.704087313;-1.208802924;0.784095115;FALSE
1822;i_0183;t_02;0.351832908;-0.667720525;0.633463137;0.423777215;FALSE
1823;i_0183;t_03;0.652831953;-0.705714342;1.651486591;0.322565073;FALSE
1824;i_0183;t_04;-0.689989348;-0.92071858;0.537301945;-0.058495344;FALSE
1825;i_0183;t_05;0.420116526;0.148473292;-1.194026244;-0.75529273;FALSE
1826;i_0183;t_06;0.495567675;-0.250017361;0.933108389;0.068730676;FALSE
1827;i_0183;t_07;-7.506027668;-0.941768954;-1.444664579;-6.770693663;TRUE
1828;i_0183;t_08;2.148940151;1.214199019;-0.021531829;0.196599015;FALSE
1829;i_0183;t_09;1.155262876;0.018566433;-0.437052428;0.59760412;FALSE
1830;i_0183;t_10;1.144510105;0.757831699;0.767585897;-0.019203644;FALSE
1831;i_0184;t_01;0.331892409;-0.3800627;0.62413472;1.481565673;TRUE
1832;i_0184;t_02;0.159306598;0.174948713;-0.822331695;0.331291402;FALSE
1833;i_0184;t_03;1.120603882;1.033523309;-2.219081386;-0.006190914;FALSE
1834;i_0184;t_04;0.483807734;0.675723995;0.716923077;0.461568899;FALSE
1835;i_0184;t_05;0.677786256;0.941281243;-0.506587181;-0.347721216;FALSE
1836;i_0184;t_06;-2.290058202;-1.826630073;-0.462176828;-0.197572754;FALSE
1837;i_0184;t_07;-1.171822211;0.177204381;-0.445810351;-0.612751806;FALSE
1838;i_0184;t_08;0.538199645;-0.191807862;1.631358076;0.934575125;FALSE
1839;i_0184;t_09;-0.179561111;-0.65019871;-1.172883915;0.874255012;FALSE
1840;i_0184;t_10;-0.721004735;-0.560696341;-0.832304213;0.376519291;FALSE
1841;i_0185;t_01;1.224216519;1.675765793;-0.47851535;0.301659477;FALSE
1842;i_0185;t_02;-0.11117517;0.4305346;-1.152144233;-0.211178066;FALSE
1843;i_0185;t_03;-0.462876726;-0.14460662;-0.067310325;-0.427943406;FALSE
1844;i_0185;t_04;0.161283756;0.939025712;-0.345349654;-0.140658608;FALSE
1845;i_0185;t_05;-1.005819037;-0.54549675;-0.49920936;-0.560950329;FALSE
1846;i_0185;t_06;-0.690150934;0.138850363;0.422612752;-0.579547734;FALSE
1847;i_0185;t_07;-0.092357799;1.446862313;0.688258486;-0.819347138;FALSE
1848;i_0185;t_08;-0.16725934;-0.332628086;-0.215942857;0.353534552;FALSE
1849;i_0185;t_09;-1.014966431;-0.799156272;0.004587126;0.171405442;FALSE
1850;i_0185;t_10;-1.425298678;-0.548292745;-1.085737425;-0.35658006;FALSE
1851;i_0186;t_01;-1.641066512;-1.050796205;0.329456021;-0.330790871;FALSE
1852;i_0186;t_02;0.498005293;0.252662491;-0.24428155;0.082145192;FALSE
1853;i_0186;t_03;-0.673692897;0.327861854;-0.300839277;-1.604957366;FALSE
1854;i_0186;t_04;-9.024969672;0.8556724;-0.618403832;-9.73728804;TRUE
1855;i_0186;t_05;1.61443808;1.801762272;0.275088857;-0.781681548;FALSE
1856;i_0186;t_06;0.871984214;1.405240812;1.073093648;-0.77753235;TRUE
1857;i_0186;t_07;-1.309473339;-1.250791794;0.523127422;0.167462114;FALSE
1858;i_0186;t_08;12.71776071;1.999108854;-0.235226628;10.41308835;TRUE
1859;i_0186;t_09;10.58507896;0.139278488;0.428244914;10.33928675;TRUE
1860;i_0186;t_10;-0.926891483;-0.386669103;-0.315001792;-0.513525822;FALSE
1861;i_0187;t_01;1.050464836;1.85563569;0.033406256;-0.027689076;FALSE
1862;i_0187;t_02;0.122978147;0.428855384;1.239889471;0.048927493;FALSE
1863;i_0187;t_03;1.921345551;1.73079014;-1.953840251;0.105155138;FALSE
1864;i_0187;t_04;-6.146764244;-0.043523674;0.387599195;-5.441884195;TRUE
1865;i_0187;t_05;0.332967688;-0.731085808;0.354332403;0.987698481;FALSE
1866;i_0187;t_06;-1.908659455;-1.965964076;0.405702717;0.33103121;FALSE
1867;i_0187;t_07;1.03437531;1.126865315;-1.378722452;0.651655995;FALSE
1868;i_0187;t_08;-3.81734832;-0.888084388;1.632949626;-2.716825099;TRUE
1869;i_0187;t_09;0.867615055;0.87135926;1.911233056;0.407744421;FALSE
1870;i_0187;t_10;-0.503476077;0.119893567;-0.712651789;-0.078670744;FALSE
1871;i_0188;t_01;-0.293969307;0.472434945;0.058182101;-0.400159139;FALSE
1872;i_0188;t_02;-3.936941742;1.26663991;-0.403285776;-5.260013587;TRUE
1873;i_0188;t_03;-0.340142897;-0.485316379;-0.169667043;-0.351463456;FALSE
1874;i_0188;t_04;-0.820077216;-0.461533586;-0.308568692;-0.108423921;FALSE
1875;i_0188;t_05;-0.302507257;-0.231758337;1.066076441;-0.5583406;FALSE
1876;i_0188;t_06;1.575946556;1.060353772;1.354310965;0.378082708;FALSE
1877;i_0188;t_07;0.200112506;-0.474785705;-0.68482655;1.007807546;FALSE
1878;i_0188;t_08;0.123857101;-0.175510281;1.23189368;0.100569549;TRUE
1879;i_0188;t_09;1.753283179;0.796324499;0.226026511;0.957210641;FALSE
1880;i_0188;t_10;0.793845951;0.778745316;-0.413559085;0.148562869;FALSE
1881;i_0189;t_01;1.044268406;0.796802566;0.055023253;0.058302977;FALSE
1882;i_0189;t_02;0.564752395;0.049051573;0.564490438;-0.096139088;FALSE
1883;i_0189;t_03;1.918928862;0.762612935;0.030920876;0.104271013;FALSE
1884;i_0189;t_04;1.106896701;0.28599307;2.5675629;0.515615365;FALSE
1885;i_0189;t_05;-0.019629487;-0.632815038;0.271264855;-0.429814105;FALSE
1886;i_0189;t_06;1.987648215;1.804384481;-1.437071053;-0.509654317;FALSE
1887;i_0189;t_07;-1.172062052;-1.863010973;-0.519461701;0.468450281;FALSE
1888;i_0189;t_08;2.175277378;0.845528381;-0.35889167;0.575543188;FALSE
1889;i_0189;t_09;1.231180724;0.341667683;-0.645083816;0.334357027;FALSE
1890;i_0189;t_10;1.074559204;0.022777606;-0.90629735;0.629835856;FALSE
1891;i_0190;t_01;0.099722162;-0.611399988;0.052382053;0.533876837;FALSE
1892;i_0190;t_02;0.871048087;-0.260526772;1.05741541;0.531652499;FALSE
1893;i_0190;t_03;2.991712021;1.805670315;-2.6657174;0.145914343;FALSE
1894;i_0190;t_04;0.29650136;-0.096999267;0.556645796;0.10012991;FALSE
1895;i_0190;t_05;1.372471677;-0.3844867;0.925553748;0.725876271;FALSE
1896;i_0190;t_06;0.615461439;-0.878362143;0.677663072;0.81282308;FALSE
1897;i_0190;t_07;0.276757898;-0.495578522;-0.772164455;0.561755329;FALSE
1898;i_0190;t_08;1.436743292;-0.084292454;-1.441509269;0.778747487;FALSE
1899;i_0190;t_09;-0.94773924;-1.357722067;1.55089972;-0.133255638;FALSE
1900;i_0190;t_10;1.170699306;1.142697817;1.028009011;-0.382026702;FALSE
1901;i_0191;t_01;-0.972675314;0.097827037;-2.176652277;-0.45082281;FALSE
1902;i_0191;t_02;3.972979421;1.465021029;-1.564685355;2.704960888;TRUE
1903;i_0191;t_03;0.098536404;0.990435853;-1.056912865;-1.135101958;FALSE
1904;i_0191;t_04;1.140196578;1.414386751;-1.409022396;0.229363966;FALSE
1905;i_0191;t_05;-1.807480429;-1.335897769;1.983282231;-0.70573991;FALSE
1906;i_0191;t_06;0.437939069;0.579583638;1.416585688;-0.025720216;FALSE
1907;i_0191;t_07;0.302798687;-0.361821214;0.361057845;1.250963666;FALSE
1908;i_0191;t_08;-0.327755927;-0.04685245;0.265220475;-0.226266881;FALSE
1909;i_0191;t_09;-1.31419416;-0.599477471;-0.251033796;-0.461030298;FALSE
1910;i_0191;t_10;-0.280672405;0.215104493;-0.769898936;-0.108880234;FALSE
1911;i_0192;t_01;-0.607360386;0.093631485;0.026530063;-0.159569822;FALSE
1912;i_0192;t_02;-1.435943212;-2.119834415;2.270930288;0.802636206;FALSE
1913;i_0192;t_03;1.851380334;0.852443089;-1.355167707;0.677477244;FALSE
1914;i_0192;t_04;-0.153855112;0.154374572;1.246890388;0.117066962;FALSE
1915;i_0192;t_05;-0.54702374;-0.97186164;1.261837213;0.112423157;FALSE
1916;i_0192;t_06;-1.224605299;-1.101427836;-0.126547213;-0.085510602;FALSE
1917;i_0192;t_07;2.802987249;-0.690244888;0.512480275;4.00131841;TRUE
1918;i_0192;t_08;-2.587276591;-1.583634922;-0.517509124;-1.027262565;FALSE
1919;i_0192;t_09;-0.468012347;0.137766067;-1.510804065;-0.430349514;FALSE
1920;i_0192;t_10;1.605681306;1.502343955;1.027472489;0.411976522;FALSE
1921;i_0193;t_01;0.755299174;0.192881587;0.418664848;1.230841929;TRUE
1922;i_0193;t_02;0.474653675;0.527154735;0.709073898;0.193246236;FALSE
1923;i_0193;t_03;-1.109332949;-1.483206291;1.649868673;0.179415633;FALSE
1924;i_0193;t_04;-2.140900115;-1.539200723;-0.251422738;-0.049400453;FALSE
1925;i_0193;t_05;-0.294867686;-0.896432887;0.498508113;0.41615275;FALSE
1926;i_0193;t_06;1.194220285;0.72106998;0.425069374;0.637819459;FALSE
1927;i_0193;t_07;-1.493614531;-0.884501945;0.710046841;0.025975978;FALSE
1928;i_0193;t_08;1.408590397;0.558598526;0.244290958;0.953373268;FALSE
1929;i_0193;t_09;-0.766357188;-0.218737505;0.149158929;-0.245188492;FALSE
1930;i_0193;t_10;0.7581277;0.383623482;-0.936750571;0.810145681;FALSE
1931;i_0194;t_01;-1.295550214;-1.03912011;-1.085732976;0.051645014;FALSE
1932;i_0194;t_02;10.76416898;-0.948992249;1.172409363;11.5985593;TRUE
1933;i_0194;t_03;0.223259603;-0.104160954;-0.856496916;-0.227386376;FALSE
1934;i_0194;t_04;-0.935022174;-0.208711103;0.228400097;-0.534361357;FALSE
1935;i_0194;t_05;-0.364728316;-1.788730195;-1.029696949;0.878240204;FALSE
1936;i_0194;t_06;0.020328837;0.537084421;0.405337207;-0.712435654;FALSE
1937;i_0194;t_07;-2.348274446;-1.94969607;2.161527787;-0.123839035;FALSE
1938;i_0194;t_08;-0.550922569;-0.415234462;-1.473808217;-0.392655935;FALSE
1939;i_0194;t_09;0.243033577;0.055129671;0.818199789;0.129985873;FALSE
1940;i_0194;t_10;4.044446546;-0.701999719;-0.979702365;4.821738505;TRUE
